Fecha,Total,Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routeresmeraldas),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routermanta),Vlan200(routermanta),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routerpasaje),Vlan200(routerpasaje),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routerriobamba),Vlan200(routerriobamba),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routerbalzar),Vlan200(routerbalzar),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerbalsas),Vlan100(routerqvdo),Vlan200(routerbalsas),Vlan200(routerqvdo),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routeralausi),Vlan200(routeralausi),Vlan100(routercoca),Vlan200(routercoca),Vlan100(routertena),Vlan200(routertena),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routeresmeraldas2),Vlan200(routeresmeraldas2),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan100(routermontecristi),Vlan200(routermontecristi)
2020-06-26 22:00 - 24:00,843.35,0.32,0.28,2.1,1.97,0.81,0.74,0.0,0.0,4.32,5.08,0.11,0.73,-,0.44,0.84,1.55,1.44,1.24,1.49,5.71,5.11,0.35,0.36,1.64,2.1,5.33,7.19,0.83,0.98,-,4.66,0.94,1.03,1.01,1.56,-,-,-,7.05,0.76,0.73,0.0,0.0,0.12,0.0,0.06,0.0,-,7.98,0.3,0.54,7.89,7.88,0.01,0.01,4.38,6.09,0.49,0.51,0.54,-,0.0,0.0,0.28,0.0,0.14,0.0,0.34,0.0,0.14,5.8,0.0,7.43,0.05,-,4.25,5.63,0.77,0.71,0.31,-,0.44,1.07,1.02,0.18,0.29,-,0.88,1.28,1.26,1.47,0.01,0.04,0.55,0.0,0.04,0.1,0.62,0.99,0.7,0.44,0.07,0.06,3.03,5.39,15.71,21.09,17.58,9.9,12.34,15.23,14.84,18.43,-,5.9,4.44,2.04,17.99,17.99,17.13,21.71,17.0,13.28,11.9,10.97,5.72,8.45,10.23,9.66,12.55,19.09,10.76,9.6,6.82,7.63,8.26,8.71,12.48,11.35,12.91,14.81,5.56,2.57,22.43,21.73,16.43,8.16,10.52,7.19,6.94,4.41,14.89,17.53,23.38,9.4,19.5,19.74,17.38,9.37,7.1,7.08,0.55,0.56,1.79,1.05,0.12,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 00:00 - 02:00,636.65,0.21,0.19,1.37,1.42,0.54,0.56,0.0,0.0,3.26,3.54,0.08,0.5,-,0.27,0.63,0.88,0.86,0.78,0.88,4.05,3.57,0.24,0.28,1.18,1.38,3.73,4.85,0.64,0.78,-,3.4,0.72,0.84,0.7,1.15,7.65,7.41,7.97,5.72,0.46,0.47,0.0,0.0,0.1,0.0,0.03,0.0,7.84,6.02,0.21,0.38,6.69,6.73,0.01,0.0,3.23,4.59,0.35,0.41,0.33,-,0.0,0.0,0.14,0.0,0.09,0.0,0.25,0.0,0.1,4.2,0.0,5.08,0.03,-,3.1,3.9,0.51,0.5,0.19,-,0.31,0.66,0.58,0.14,0.16,-,0.57,0.78,0.95,0.98,0.02,0.03,0.33,0.0,0.03,0.05,0.37,0.69,0.5,0.3,0.05,0.04,2.22,4.23,10.37,14.42,12.36,7.1,8.74,10.87,9.59,10.91,-,3.77,3.12,1.11,11.39,11.39,11.13,13.48,10.95,8.72,8.28,6.89,3.89,5.76,7.4,7.16,8.77,12.8,7.79,6.75,5.92,5.69,6.48,6.62,9.74,9.12,9.79,10.98,4.52,1.95,17.58,16.98,11.85,5.74,7.65,5.82,4.96,2.61,11.53,13.55,17.37,7.71,15.83,15.6,12.8,6.86,5.92,5.19,0.46,0.54,1.38,0.68,0.1,0.03,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 02:00 - 04:00,272.2,0.09,0.07,0.58,0.51,0.22,0.2,0.0,0.0,1.54,1.76,0.03,0.16,-,0.14,0.22,0.31,0.35,0.34,0.44,1.67,1.28,0.09,0.13,0.42,0.59,1.65,2.06,0.2,0.36,-,1.47,0.37,0.44,0.37,0.53,3.41,3.43,4.07,2.79,0.17,0.18,0.0,0.0,0.08,0.0,0.01,0.0,3.44,2.82,0.13,0.21,2.58,2.68,0.01,0.0,1.24,1.89,0.15,0.22,0.22,-,0.0,0.0,0.04,0.0,0.02,0.0,0.09,0.0,0.02,1.68,0.0,2.26,0.01,-,1.35,1.78,0.25,0.23,0.07,-,0.2,0.24,0.2,0.07,0.04,-,0.22,0.25,0.46,0.37,0.01,0.02,0.11,0.0,0.02,0.03,0.15,0.27,0.27,0.13,0.02,0.01,1.03,1.86,4.57,5.73,4.85,3.07,3.55,4.83,3.7,4.66,-,1.63,1.21,0.46,4.82,4.82,4.49,6.0,4.37,3.42,3.56,2.93,1.76,2.41,3.11,3.22,3.87,5.6,3.16,2.72,3.05,2.61,2.83,2.86,4.24,3.81,4.32,4.55,2.12,0.85,7.02,7.38,4.64,2.22,3.31,2.53,1.94,1.07,4.8,5.95,6.77,3.62,7.42,6.71,5.29,2.97,2.7,2.61,0.18,0.18,0.66,0.29,0.04,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 04:00 - 06:00,136.45,0.03,0.04,0.41,0.3,0.13,0.12,0.0,0.0,0.72,0.8,0.01,0.14,-,0.07,0.12,0.29,0.22,0.14,0.2,1.03,0.73,0.05,0.08,0.43,0.53,0.77,0.98,0.1,0.19,-,0.84,0.15,0.14,0.15,0.41,1.53,1.59,1.51,1.16,0.12,0.13,0.0,0.0,0.09,0.0,0.02,0.0,1.31,1.28,0.04,0.14,1.53,1.57,0.0,0.0,0.69,0.96,0.07,0.18,0.23,-,0.0,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.02,0.8,0.0,0.98,0.0,-,0.69,0.99,0.11,0.17,0.04,-,0.12,0.27,0.18,0.02,0.05,-,0.17,0.25,0.17,0.19,0.0,0.02,0.11,0.0,0.01,0.02,0.1,0.19,0.14,0.06,0.02,0.01,0.52,0.8,2.17,3.51,2.92,1.35,1.83,2.37,2.05,2.46,-,0.82,0.58,0.4,3.15,3.15,2.65,3.35,2.54,2.13,2.01,1.68,1.03,1.58,1.79,1.58,1.79,2.87,1.59,1.46,1.37,1.12,1.15,1.42,1.73,1.71,1.5,1.9,0.93,0.36,2.81,3.18,2.67,1.11,1.49,1.38,1.08,0.74,1.83,2.49,3.2,1.73,3.26,2.7,2.33,1.27,1.34,1.15,0.09,0.12,0.51,0.15,0.01,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 06:00 - 08:00,353.37,0.15,0.12,0.86,0.71,0.38,0.38,0.0,0.0,1.7,1.97,0.09,0.34,-,0.2,0.32,0.84,0.59,0.52,0.51,2.67,2.31,0.13,0.17,0.99,1.15,2.22,3.09,0.29,0.42,-,1.86,0.35,0.37,0.42,0.7,4.34,3.65,3.61,2.67,0.36,0.35,0.0,0.0,0.1,0.0,0.04,0.0,3.73,3.25,0.12,0.24,4.36,4.45,0.0,0.0,2.01,2.49,0.21,0.31,0.26,-,0.0,0.0,0.1,0.0,0.06,0.0,0.14,0.0,0.06,2.05,0.0,2.55,0.01,-,1.81,2.2,0.3,0.31,0.14,-,0.22,0.63,0.44,0.08,0.12,-,0.54,0.62,0.55,0.57,0.0,0.04,0.25,0.0,0.03,0.04,0.2,0.49,0.32,0.14,0.04,0.03,1.14,1.91,6.28,9.55,7.95,3.8,5.24,6.09,6.12,6.93,-,2.58,2.02,0.96,7.88,7.88,7.71,8.73,6.8,5.45,5.11,4.38,2.71,3.63,4.16,4.17,4.72,8.31,4.71,3.99,2.64,2.91,2.99,3.66,4.87,4.37,4.94,6.12,2.03,0.87,7.71,8.6,6.81,3.29,3.96,3.03,3.02,2.02,4.43,6.1,8.42,2.86,6.64,6.55,5.57,2.75,2.83,2.4,0.24,0.32,0.64,0.3,0.07,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 08:00 - 10:00,557.71,0.19,0.2,1.38,1.25,0.56,0.49,0.0,0.0,2.78,2.87,0.09,0.54,-,0.3,0.53,1.04,0.85,0.9,0.89,4.04,3.34,0.17,0.28,1.3,1.49,3.43,4.39,0.54,0.58,-,2.97,0.59,0.63,0.59,0.98,6.91,5.96,6.33,4.61,0.51,0.57,0.0,0.0,0.12,0.0,0.07,0.0,6.36,4.95,0.21,0.32,6.58,6.35,0.0,0.0,3.11,4.3,0.3,0.5,0.32,-,0.0,0.01,0.14,0.0,0.08,0.0,0.21,0.0,0.09,3.54,0.0,4.38,0.04,-,2.76,3.23,0.52,0.49,0.21,-,0.28,0.87,0.65,0.16,0.17,-,0.62,0.74,0.87,0.94,0.01,0.02,0.32,0.0,0.04,0.07,0.34,0.73,0.54,0.28,0.05,0.07,1.99,3.32,9.51,13.6,11.04,5.47,7.5,9.25,8.13,9.59,-,3.36,2.85,1.28,10.99,10.99,11.06,13.15,10.56,8.11,7.45,6.57,3.5,5.26,6.26,5.83,7.42,11.13,7.07,5.92,4.59,4.83,4.79,5.0,7.27,6.74,8.36,9.9,3.52,1.49,13.93,13.67,11.43,5.27,6.36,4.52,5.14,3.04,9.75,11.74,15.84,5.71,12.55,13.11,11.68,5.74,4.89,4.04,0.43,0.4,1.14,0.45,0.13,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 10:00 - 12:00,620.66,0.2,0.22,1.57,1.47,0.71,0.53,0.0,0.0,3.21,3.48,0.08,0.55,-,0.36,0.67,1.18,1.0,1.09,1.13,4.43,3.61,0.2,0.34,1.33,1.6,3.63,4.92,0.63,0.72,-,3.58,0.71,0.74,0.73,1.24,7.9,6.9,7.05,5.21,0.62,0.61,0.0,0.0,0.15,0.0,0.07,0.0,7.4,5.92,0.21,0.33,7.0,7.07,0.01,0.0,3.15,4.4,0.29,0.5,0.4,-,0.0,0.01,0.16,0.0,0.1,0.0,0.25,0.0,0.14,4.11,0.0,5.26,0.04,-,3.11,3.71,0.66,0.58,0.28,-,0.32,0.91,0.65,0.19,0.21,-,0.67,0.87,1.01,1.1,0.04,0.03,0.39,0.0,0.03,0.12,0.35,0.83,0.54,0.35,0.09,0.05,2.27,3.78,9.94,14.63,11.97,6.22,8.46,9.99,9.55,11.09,-,3.67,2.93,1.48,11.55,11.55,12.13,14.2,10.95,9.24,7.78,7.3,3.8,6.07,6.85,6.5,8.35,12.17,8.07,6.19,4.98,5.79,5.4,5.43,7.89,7.32,9.75,11.45,4.02,1.62,15.62,15.58,12.45,5.9,7.1,5.04,5.54,3.31,10.78,13.34,17.16,6.52,14.21,14.44,12.86,6.55,5.43,5.17,0.53,0.51,1.32,0.54,0.14,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 12:00 - 14:00,660.68,0.25,0.24,1.74,1.75,0.69,0.57,0.0,0.0,3.38,3.96,0.1,0.66,-,0.41,0.7,1.14,1.02,1.15,1.13,4.38,3.77,0.23,0.34,1.32,1.77,3.63,4.97,0.65,0.78,-,3.98,0.7,0.76,0.78,1.17,7.98,7.35,8.0,5.35,0.7,0.7,0.0,0.0,0.13,0.0,0.06,0.0,7.94,6.22,0.23,0.4,7.17,7.32,0.01,0.01,3.73,4.6,0.39,0.48,0.43,-,0.0,0.01,0.17,0.0,0.11,0.0,0.29,0.0,0.18,4.78,0.0,5.57,0.03,-,3.04,3.71,0.62,0.58,0.26,-,0.35,0.96,0.68,0.18,0.2,-,0.76,0.92,1.0,1.11,0.03,0.03,0.41,0.0,0.04,0.13,0.4,0.85,0.62,0.33,0.05,0.06,2.66,4.62,10.92,15.41,12.19,6.45,8.72,9.83,9.32,11.18,-,4.01,3.15,1.42,12.27,12.27,12.6,15.41,11.82,9.64,8.1,7.75,4.14,6.27,6.97,6.89,8.2,12.48,7.4,6.09,5.24,5.96,5.56,5.99,8.1,7.69,10.49,12.14,4.18,1.83,17.79,17.03,13.67,6.56,8.49,5.58,5.92,3.58,12.1,14.56,18.78,7.39,15.87,15.93,14.16,7.3,5.91,5.44,0.53,0.55,1.47,0.65,0.2,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 14:00 - 16:00,723.11,0.26,0.25,1.73,1.75,0.76,0.64,0.0,0.0,3.54,4.0,0.14,0.63,-,0.42,0.71,1.25,1.15,1.13,1.15,4.78,4.09,0.28,0.42,1.45,1.78,4.04,5.59,0.73,0.77,-,3.98,0.86,0.94,0.85,1.44,-,7.92,7.93,5.68,0.7,0.7,0.0,0.0,0.13,0.0,0.08,0.0,7.7,6.88,0.32,0.42,8.0,7.9,0.01,0.04,3.89,5.0,0.42,0.48,0.43,-,0.0,0.01,0.19,0.0,0.11,0.0,0.29,0.0,0.13,4.83,0.0,5.92,0.03,-,3.52,3.93,0.67,0.69,0.3,-,0.36,1.06,0.79,0.17,0.25,-,0.86,1.04,1.0,1.25,0.01,0.04,0.45,0.0,0.05,0.11,0.47,0.98,0.62,0.33,0.05,0.07,2.94,4.49,12.75,17.39,15.04,8.26,10.42,12.59,10.96,13.39,-,4.61,3.78,1.51,13.93,13.93,14.43,17.3,14.0,11.24,9.64,9.06,4.98,7.47,8.54,8.24,10.39,14.51,8.97,8.27,5.47,6.22,6.39,6.69,8.96,9.18,11.04,12.92,4.46,1.9,18.61,17.55,14.32,6.83,8.67,6.05,5.96,3.69,12.69,15.53,19.7,8.06,17.35,16.57,14.89,7.74,6.47,5.94,0.53,0.51,1.54,0.67,0.15,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 16:00 - 18:00,734.16,0.27,0.22,1.75,1.74,0.74,0.71,0.0,0.0,3.52,4.23,0.1,0.71,-,0.41,0.71,1.42,1.16,1.09,1.17,4.91,4.14,0.36,0.37,1.43,2.09,4.41,6.05,0.65,0.82,-,3.97,0.82,0.82,0.84,1.44,-,7.92,7.94,5.61,0.68,0.67,0.0,0.0,0.12,0.0,0.07,0.0,-,7.06,0.3,0.48,7.98,-,0.01,0.04,4.5,5.12,0.4,0.43,0.41,-,0.0,0.01,0.21,0.0,0.2,0.0,0.34,0.0,0.15,4.91,0.0,5.71,0.03,-,3.71,4.18,0.65,0.64,0.33,-,0.39,1.05,0.79,0.21,0.36,-,0.91,1.08,1.06,1.25,0.01,0.07,0.56,0.0,0.05,0.12,0.38,0.98,0.61,0.37,0.04,0.07,2.94,4.69,13.81,18.03,16.32,9.22,11.2,13.38,11.93,15.21,-,4.99,3.92,1.64,15.14,15.14,15.59,18.95,14.97,12.39,10.87,9.93,5.32,7.53,9.03,8.74,10.79,15.01,9.75,8.63,5.77,6.24,6.73,6.76,9.4,9.18,10.97,12.41,4.47,1.9,18.84,17.55,14.32,6.83,8.67,6.1,5.84,3.69,12.68,15.73,19.7,8.28,17.65,16.54,14.92,7.69,6.57,5.94,0.5,0.49,1.54,0.68,0.19,0.05,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 18:00 - 20:00,780.76,0.32,0.27,1.97,1.87,0.86,0.71,0.0,0.0,4.08,4.45,0.12,0.65,-,0.5,0.71,1.67,1.47,1.14,1.42,5.29,4.83,0.36,0.36,1.71,2.31,4.87,6.47,0.77,0.86,-,4.15,0.94,0.94,0.93,1.51,-,7.95,7.95,6.12,0.8,0.74,0.0,0.0,0.14,0.0,0.07,0.0,7.98,7.18,0.3,0.48,7.97,-,0.01,0.01,4.61,5.42,0.43,0.51,0.44,-,0.0,0.01,0.25,0.0,0.13,0.0,0.44,0.0,0.14,5.08,0.0,6.72,0.04,-,3.92,4.69,0.63,0.69,0.38,-,0.41,1.16,0.77,0.19,0.39,-,0.92,1.34,1.08,1.27,0.02,0.03,0.56,0.0,0.05,0.12,0.47,0.99,0.64,0.37,0.08,0.06,3.06,4.68,14.16,20.15,17.0,9.22,11.75,13.94,13.16,16.46,-,5.71,4.19,1.88,16.35,16.35,17.04,20.22,16.1,13.17,11.46,10.83,5.55,8.09,9.06,9.27,11.59,16.32,10.54,9.24,6.31,6.59,7.17,7.33,9.74,9.74,12.24,13.42,4.89,2.12,19.91,18.32,14.81,7.36,8.91,6.48,6.69,4.08,12.32,15.45,19.58,7.96,16.85,16.33,14.35,7.54,6.48,5.83,0.56,0.55,1.69,0.74,0.11,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 20:00 - 22:00,857.68,0.35,0.27,2.25,2.06,1.03,0.77,0.0,0.0,4.44,4.93,0.13,0.78,-,0.64,0.82,1.67,1.51,1.31,1.5,5.89,5.16,0.36,0.39,1.77,2.3,5.44,7.62,0.91,1.01,-,4.84,0.97,1.11,1.03,1.55,-,7.95,-,7.04,0.86,0.8,0.0,0.0,0.14,0.0,0.07,0.0,-,7.95,0.29,0.62,-,-,0.01,0.01,4.81,6.39,0.44,0.53,0.5,-,0.0,0.0,0.31,0.0,0.14,0.0,0.37,0.0,0.15,5.81,0.0,7.29,0.04,-,4.78,5.45,0.82,0.81,0.38,-,0.45,1.23,0.9,0.24,0.39,-,0.93,1.46,1.23,1.44,0.02,0.05,0.57,0.0,0.05,0.12,0.5,1.04,0.63,0.39,0.08,0.05,3.15,5.17,16.43,22.14,19.14,10.64,12.69,16.4,15.37,19.1,-,6.0,4.73,2.05,18.46,18.46,18.11,21.86,16.84,13.58,12.14,11.91,6.13,8.64,10.46,10.28,13.85,18.63,12.32,11.3,7.69,7.59,8.45,8.62,12.74,11.57,13.66,15.2,5.58,2.39,23.19,21.27,17.6,8.64,10.83,7.67,7.33,4.77,14.32,17.33,22.37,9.28,19.56,19.04,16.66,8.94,7.22,6.49,0.68,0.55,1.92,0.89,0.2,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-27 22:00 - 24:00,866.45,0.29,0.27,2.25,2.06,1.01,0.75,0.0,0.0,4.44,4.86,0.1,0.79,-,0.6,0.87,1.64,1.43,1.28,1.47,5.89,5.12,0.37,0.37,1.66,2.22,5.39,7.62,0.91,1.01,-,4.84,0.97,1.08,0.99,1.55,-,7.95,-,7.04,0.85,0.8,0.0,0.0,0.14,0.0,0.07,0.0,-,7.9,0.26,0.59,7.8,7.77,0.01,0.01,4.81,6.34,0.5,0.53,0.43,-,0.0,0.0,0.3,0.0,0.11,0.0,0.36,0.0,0.15,5.59,0.0,7.1,0.04,-,4.76,5.52,0.79,0.78,0.33,-,0.44,1.13,0.84,0.24,0.26,-,0.84,1.33,1.23,1.44,0.01,0.04,0.53,0.0,0.04,0.12,0.48,1.02,0.62,0.37,0.09,0.05,3.16,5.17,16.43,22.11,18.97,10.5,12.47,16.14,15.37,18.91,-,5.79,4.73,1.93,18.07,18.07,17.82,21.86,16.84,13.22,11.84,11.6,5.98,8.56,10.46,10.13,13.85,18.74,12.32,11.3,7.72,7.32,8.33,8.62,12.74,11.57,13.21,14.81,5.68,2.39,23.33,21.79,17.21,8.64,10.83,7.67,7.13,4.77,14.32,17.33,22.15,9.36,19.56,19.04,16.69,8.95,7.24,6.65,0.6,0.51,1.92,0.91,0.12,0.07,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-28 00:00 - 02:00,670.36,0.18,0.18,1.79,1.56,0.67,0.61,0.0,0.0,3.59,3.95,0.08,0.52,-,0.46,0.68,0.89,0.79,0.82,1.06,4.28,3.7,0.25,0.28,1.09,1.43,3.67,5.31,0.71,0.68,-,3.72,0.8,0.95,0.57,1.11,7.97,7.39,7.51,5.68,0.56,0.49,0.0,0.0,0.08,0.0,0.05,0.0,8.0,6.62,0.2,0.36,7.2,7.38,0.01,0.01,3.4,4.84,0.32,0.3,0.28,-,0.0,0.0,0.16,0.0,0.09,0.0,0.25,0.0,0.09,4.53,0.0,5.57,0.01,-,3.56,4.3,0.56,0.56,0.22,-,0.34,0.76,0.6,0.26,0.24,-,0.6,0.72,0.85,1.08,0.01,0.02,0.33,0.0,0.03,0.09,0.38,0.74,0.43,0.23,0.04,0.02,2.53,4.15,10.77,14.87,13.28,7.76,8.98,11.78,10.62,12.58,-,3.78,3.39,1.11,12.0,12.0,11.95,14.36,11.98,9.58,8.61,7.74,4.29,6.41,7.48,8.06,9.46,13.36,7.91,7.21,6.3,6.06,7.2,7.24,9.68,8.92,10.36,11.11,3.25,1.35,18.04,16.62,12.59,5.79,8.24,5.91,5.15,3.28,12.45,14.63,18.52,8.1,16.17,15.8,14.19,7.6,5.9,5.86,0.45,0.41,1.56,0.78,0.07,0.04,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-28 02:00 - 04:00,304.89,0.08,0.08,0.69,0.55,0.28,0.27,0.0,0.0,1.91,1.84,0.02,0.29,-,0.17,0.36,0.36,0.37,0.27,0.33,1.7,1.4,0.09,0.18,0.53,0.81,1.55,2.14,0.24,0.34,-,1.36,0.29,0.38,0.26,0.52,3.59,3.57,4.33,2.63,0.23,0.23,0.0,0.0,0.09,0.0,0.01,0.0,3.68,3.12,0.08,0.13,2.91,3.34,0.01,0.0,1.36,2.09,0.12,0.13,0.16,-,0.0,0.0,0.04,0.0,0.03,0.0,0.11,0.0,0.05,2.24,0.0,2.6,0.01,-,1.54,1.7,0.29,0.29,0.08,-,0.14,0.33,0.23,0.1,0.13,-,0.23,0.27,0.3,0.43,0.0,0.02,0.2,0.0,0.02,0.02,0.14,0.3,0.15,0.1,0.01,0.01,1.31,2.14,4.44,6.27,5.47,3.37,3.82,4.97,3.75,4.82,-,1.73,1.31,0.45,4.8,4.8,5.05,6.21,5.18,4.3,3.57,3.86,1.99,2.93,3.18,3.35,3.96,5.6,3.35,3.07,3.5,2.94,3.41,3.56,4.6,4.81,5.06,5.15,1.49,0.72,8.93,8.13,5.72,2.8,3.81,2.9,2.2,1.22,5.57,7.35,8.56,4.52,8.52,8.03,6.7,3.61,3.41,3.24,0.24,0.21,0.87,0.39,0.04,0.02,0.0,-,-,-,-,-,-,0.0,0.0
2020-06-28 04:00 - 06:00,131.21,0.04,0.03,0.38,0.28,0.17,0.13,0.0,0.0,0.97,0.68,0.02,0.14,-,0.05,0.09,0.27,0.15,0.12,0.16,0.83,0.49,0.04,0.11,0.35,0.46,0.67,0.83,0.21,0.16,-,0.69,0.13,0.13,0.13,0.23,1.53,1.55,1.96,1.24,0.06,0.09,0.0,0.0,0.09,0.0,0.01,0.0,1.42,1.11,0.04,0.06,1.28,1.57,0.0,0.0,0.63,1.4,0.05,0.07,0.06,-,0.0,0.0,0.05,0.0,0.03,0.0,0.05,0.0,0.02,0.88,0.0,0.93,0.01,-,0.6,0.66,0.17,0.11,0.04,-,0.08,0.22,0.11,0.05,0.07,-,0.18,0.22,0.11,0.15,0.0,0.01,0.08,0.0,0.01,0.02,0.06,0.17,0.07,0.05,0.01,0.01,0.48,0.85,2.17,2.93,2.56,1.47,1.71,2.25,1.53,2.04,-,0.78,0.68,0.31,2.55,2.55,2.33,2.93,2.3,1.89,1.55,1.42,0.84,1.27,1.66,1.41,1.86,2.72,1.56,1.27,1.63,1.1,1.34,1.34,1.88,2.0,1.86,2.08,0.7,0.33,3.4,3.44,2.36,1.08,1.45,1.19,0.91,0.48,2.22,2.8,3.08,1.87,3.47,3.16,2.39,1.41,1.55,1.37,0.11,0.13,0.39,0.15,0.02,0.0,0.0,-,-,-,-,-,-,0.0,0.0
